profit,language,country,is_english
34300000.0,English,UK,1
-19492772.0,English,USA,1
-47934015.0,English,USA,1
-3024316.0,English,Canada,1
-35344410.0,English,USA,1
18565375.0,English,UK,1
-712239.0,English,New Zealand,1
-32737712.0,English,USA,1
46700000.0,English,USA,1
3228696.0,English,USA,1
-2795501.0,English,USA,1
-3457140.0,Dutch,Netherlands,0
706659.0,English,UK,1
-718500.0,English,USA,1
20687587.0,English,USA,1
-38434505.0,Mandarin,China,0
-8124411.0,English,USA,1
2128202.0,English,USA,1
-37566085.0,English,USA,1
123947053.0,English,USA,1
-8916034.0,English,USA,1
54412921.0,English,USA,1
-16250939.0,English,USA,1
18400000.0,English,UK,1
-26355679.0,English,USA,1
165388685.0,English,USA,1
-28159583.0,English,Canada,1
-28791977.0,English,UK,1
46700000.0,English,USA,1
27592530.0,English,USA,1
-13363463.0,English,Japan,1
2752475.0,English,USA,1
26635000.0,English,UK,1
-3792025.0,English,USA,1
-23720770.0,English,USA,1
-9906393.0,English,UK,1
-9871514.0,Korean,South Korea,0
172298923.0,English,USA,1
-14298357.0,Mongolian,Russia,0
42343675.0,English,USA,1
-2397701809.0,Japanese,Japan,0
-18891180.0,English,USA,1
45856565.0,English,USA,1
-79860848.0,English,France,1
-4985459.0,English,UK,1
-477000.0,English,USA,1
-1178017.0,English,USA,1
6532308.0,English,UK,1
8854588.0,English,USA,1
13552429.0,English,USA,1
39156435.0,English,USA,1
12051917.0,English,USA,1
20169068.0,English,USA,1
13552429.0,English,USA,1
-37566085.0,English,USA,1
23071558.0,English,UK,1
-8142624.0,French,France,0
-47456299.0,English,USA,1
42200504.0,English,Canada,1
1483540.0,English,USA,1
-10822459.0,English,USA,1
-8192146.0,English,USA,1
-13594629.0,English,USA,1
27410049.0,English,USA,1
21544445.0,English,USA,1
-8999838.0,English,Thailand,1
40072596.0,English,USA,1
-1346379.0,English,USA,1
17823573.0,English,USA,1
-43997807.0,English,USA,1
24200000.0,English,UK,1
33536011.0,English,USA,1
55072454.0,English,USA,1
-34226481.0,English,USA,1
21285499.0,English,USA,1
-688237.0,English,UK,1
-9996393.0,English,Spain,1
-60519261.0,English,USA,1
54125426.0,English,USA,1
561238.0,English,Germany,1
-70868670.0,English,France,1
286838870.0,English,USA,1
22360069.0,English,USA,1
-16880121.0,English,USA,1
45264608.0,English,USA,1
-44203958.0,English,USA,1
40950721.0,English,USA,1
-5813617.0,English,France,1
-13595247.0,English,USA,1
417760.0,English,USA,1
8336565.0,English,USA,1
-1217162.0,English,USA,1
-15552522.0,English,UK,1
25672630.0,English,USA,1
17244913.0,English,Germany,1
-27727253.0,English,USA,1
16875468.0,English,USA,1
-120706229.0,English,Germany,1
305024263.0,English,USA,1
112805123.0,English,USA,1
-526618.0,French,Canada,0
10859889.0,Maya,USA,0
2688364.0,English,USA,1
33158000.0,English,New Zealand,1
20033643.0,English,USA,1
-13069116.0,English,USA,1
-6428265.0,English,USA,1
-11026468.0,English,USA,1
-10043599.0,English,France,1
-8650382.0,English,Italy,1
69288182.0,English,USA,1
26746109.0,English,USA,1
53618384.0,English,USA,1
-12662421.0,English,Australia,1
102843350.0,English,USA,1
-6210687.0,English,USA,1
6867101.0,English,USA,1
-428012.0,English,USA,1
118734225.0,English,USA,1
-2436330.0,English,USA,1
47300000.0,English,USA,1
274691196.0,English,USA,1
39190055.0,English,France,1
10985501.0,English,USA,1
-24745828.0,English,USA,1
-16400000.0,English,UK,1
56001698.0,English,USA,1
28025000.0,English,UK,1
761283.0,English,USA,1
16632614.0,English,USA,1
-8573195.0,English,USA,1
-23660367.0,English,USA,1
-10660475.0,English,USA,1
65234139.0,English,USA,1
-33494358.0,English,USA,1
20793160.0,English,USA,1
22931301.0,English,Germany,1
-1971342.0,English,Spain,1
16875468.0,English,USA,1
-10938241.0,English,USA,1
23332128.0,English,USA,1
40274748.0,English,USA,1
81700000.0,English,USA,1
1797066.0,English,USA,1
4338033.0,English,USA,1
-28437251.0,English,USA,1
21846082.0,English,USA,1
1413105.0,English,Australia,1
-42500000.0,English,USA,1
10339754.0,English,USA,1
-25739083.0,French,France,0
62749203.0,English,USA,1
-17363557.0,English,USA,1
46975611.0,English,USA,1
-66359574.0,English,USA,1
-1233986.0,English,USA,1
199167575.0,English,USA,1
47308367.0,English,USA,1
-18011004.0,English,USA,1
-10904697.0,English,USA,1
22877959.0,English,USA,1
-24903810.0,English,USA,1
-256653.0,English,USA,1
-35344410.0,English,USA,1
-24326667.0,English,USA,1
-64148812.0,English,UK,1
-47362515.0,English,USA,1
-19694930.0,English,USA,1
-718500.0,English,USA,1
6003149.0,English,UK,1
-1000000.0,English,USA,1
-3962246.0,English,USA,1
-25747235.0,English,France,1
-865951.0,English,UK,1
8821531.0,English,USA,1
2411331.0,English,Australia,1
60341380.0,English,USA,1
-1388796.0,English,USA,1
-9018367.0,English,USA,1
-1156686.0,English,USA,1
-1875506.0,English,USA,1
802119.0,English,USA,1
1854039.0,English,USA,1
140863268.0,English,USA,1
-9984553.0,English,USA,1
67900000.0,English,USA,1
57153533.0,English,USA,1
-7208969.0,English,USA,1
104360277.0,English,UK,1
-47362515.0,English,USA,1
-34950587.0,Cantonese,Hong Kong,0
-375868702.0,English,France,1
-15565274.0,English,USA,1
-22654469.0,English,Germany,1
-945296.0,English,USA,1
55807520.0,English,USA,1
-4841843.0,English,USA,1
-1888640.0,English,UK,1
-399545745.0,Thai,Thailand,0
96968774.0,English,USA,1
55370362.0,English,USA,1
71244774.0,English,USA,1
13050028.0,English,USA,1
27049108.0,English,USA,1
18771174.0,English,USA,1
96945720.0,English,USA,1
-17646272.0,French,France,0
26068547.0,English,UK,1
-987004.0,English,USA,1
-3087018.0,English,USA,1
20306281.0,English,USA,1
69470202.0,English,USA,1
-14684317.0,English,UK,1
13955614.0,English,USA,1
-1472045.0,English,USA,1
-20656327.0,English,USA,1
-34547688.0,English,USA,1
-23345419.0,English,USA,1
-10285518.0,English,USA,1
-3731172.0,English,USA,1
8906039.0,English,USA,1
-18851301.0,English,USA,1
-14600121.0,English,Australia,1
154449475.0,English,USA,1
32877175.0,English,USA,1
34172251.0,English,USA,1
26087366.0,English,USA,1
34700000.0,English,USA,1
-83385977.0,English,USA,1
161970615.0,English,UK,1
16628981.0,English,USA,1
224374454.0,English,USA,1
12983713.0,English,USA,1
-10938241.0,English,USA,1
8000000.0,English,UK,1
12351611.0,English,USA,1
18873374.0,English,USA,1
58103929.0,English,USA,1
58103929.0,English,USA,1
1861000.0,English,USA,1
-787706.0,English,USA,1
-9871514.0,Korean,South Korea,0
5862100.0,English,USA,1
8690000.0,English,USA,1
18037513.0,English,USA,1
10555230.0,English,France,1
-84593638.0,English,USA,1
-96941620.0,French,France,0
-21926608.0,English,Canada,1
-9994439.0,English,USA,1
-83832772.0,Czech,Czech Republic,0
43347242.0,English,USA,1
-456793.0,English,USA,1
42343675.0,English,USA,1
-2561892.0,Spanish,Spain,0
100965237.0,English,USA,1
-8124411.0,English,USA,1
-10740241.0,English,Australia,1
-1459475.0,English,USA,1
-1326934.0,English,USA,1
10706119.0,English,USA,1
44287414.0,English,USA,1
58103929.0,English,USA,1
53492685.0,English,USA,1
-30573703.0,English,USA,1
80011740.0,English,USA,1
-13751523.0,English,USA,1
49138076.0,English,USA,1
-9018367.0,English,USA,1
169437578.0,English,USA,1
5473600.0,English,USA,1
15501605.0,English,USA,1
11605861.0,English,UK,1
-45393665.0,English,USA,1
-12305895.0,English,USA,1
5972900.0,English,UK,1
5218921.0,English,Official site,1
15618786.0,English,UK,1
-6919884.0,English,USA,1
19047631.0,English,USA,1
21432423.0,English,USA,1
33491560.0,English,USA,1
7568996.0,English,USA,1
-32098491.0,English,USA,1
3120196.0,English,USA,1
-21464425.0,English,USA,1
52282182.0,English,USA,1
-10764163.0,English,USA,1
8854588.0,English,USA,1
-33328495.0,English,USA,1
2103828.0,English,USA,1
-41779224.0,English,USA,1
15339117.0,English,USA,1
-14306109.0,English,USA,1
22133888.0,English,USA,1
1014398.0,English,Germany,1
27680195.0,English,USA,1
-9012238.0,English,USA,1
-5755845.0,English,USA,1
-31483987.0,English,USA,1
1549702.0,English,USA,1
-36624819.0,English,USA,1
-11689814.0,Korean,South Korea,0
9370057.0,English,USA,1
-59192738.0,English,USA,1
-23463880.0,English,Germany,1
-16137932.0,English,USA,1
21629916.0,English,USA,1
-29671868.0,English,USA,1
12734552.0,English,USA,1
-15430082.0,English,Ireland,1
19100000.0,English,USA,1
7055248.0,English,USA,1
19234747.0,English,USA,1
4282851.0,English,USA,1
-4065142.0,English,Ireland,1
83740650.0,English,USA,1
-22543550.0,English,USA,1
187645141.0,English,UK,1
22124400.0,English,USA,1
-5005196.0,English,USA,1
15786269.0,English,USA,1
-8916034.0,English,USA,1
-20412268.0,English,USA,1
4185387.0,English,USA,1
-518814.0,English,USA,1
1797066.0,English,USA,1
-75014388.0,English,USA,1
-40218121.0,English,USA,1
31726644.0,English,USA,1
-5806898.0,English,USA,1
77121452.0,English,UK,1
54817937.0,English,USA,1
14573300.0,English,USA,1
-937520.0,English,USA,1
16585300.0,English,USA,1
126147885.0,English,USA,1
-32945076.0,English,USA,1
93506210.0,English,Australia,1
39571513.0,English,USA,1
68488329.0,English,USA,1
115329763.0,English,USA,1
-9561700.0,English,USA,1
-46604061.0,English,UK,1
106148159.0,English,USA,1
-28419913.0,English,USA,1
100722000.0,English,USA,1
19990064.0,English,USA,1
5949219.0,English,USA,1
-4330587.0,English,USA,1
-42500000.0,English,USA,1
-8881923.0,English,USA,1
21304264.0,English,USA,1
-12863050.0,English,USA,1
28423368.0,English,USA,1
-5130675.0,English,USA,1
-17363557.0,English,USA,1
56897215.0,English,USA,1
68571803.0,English,USA,1
5110552.0,English,USA,1
-3206096.0,English,Canada,1
20063926.0,English,USA,1
-9976725.0,English,France,1
59400000.0,English,USA,1
-13436643.0,English,USA,1
53656813.0,English,USA,1
-492921.0,English,USA,1
-63885779.0,English,USA,1
64364921.0,English,USA,1
5773825.0,English,USA,1
246478898.0,English,USA,1
37322273.0,English,UK,1
-8224415.0,English,UK,1
-7569012.0,English,USA,1
40367693.0,English,USA,1
20557989.0,English,USA,1
-10227031.0,English,USA,1
-95588898.0,English,USA,1
76975169.0,English,USA,1
84713132.0,English,USA,1
-25280070.0,English,USA,1
-23720770.0,English,USA,1
119019489.0,English,USA,1
28200225.0,English,USA,1
3984028.0,English,USA,1
3005123.0,Indonesian,Indonesia,0
-36490658.0,English,USA,1
19392418.0,English,USA,1
74006080.0,English,UK,1
57962.0,English,USA,1
2558739.0,English,USA,1
50401464.0,English,USA,1
-29100030.0,English,USA,1
36398162.0,English,USA,1
21111837.0,English,USA,1
-9868383.0,English,USA,1
-401983.0,English,France,1
121666058.0,English,USA,1
-8549125.0,English,USA,1
-50616376.0,English,USA,1
-4081717.0,English,USA,1
-34816875.0,English,USA,1
-2428096.0,English,USA,1
63313048.0,English,USA,1
-33982216.0,English,USA,1
133029270.0,English,USA,1
276625409.0,English,USA,1
-38476729.0,English,USA,1
-32401069.0,English,USA,1
8336565.0,English,USA,1
2576314.0,English,USA,1
12318875.0,English,USA,1
-17399565.0,English,USA,1
-4021435.0,English,Denmark,1
7055248.0,English,USA,1
-64927587.0,Mandarin,China,0
9370057.0,English,USA,1
-14930000.0,English,USA,1
42618434.0,English,USA,1
-19083691.0,English,USA,1
32800000.0,English,UK,1
-718500.0,English,USA,1
17067631.0,English,USA,1
-25536708.0,English,UK,1
-56403089.0,English,USA,1
-50180506.0,English,USA,1
36398162.0,English,USA,1
30836296.0,English,USA,1
-34636971.0,English,South Korea,1
19995817.0,English,USA,1
-14360758.0,English,USA,1
9688384.0,English,USA,1
50301521.0,English,USA,1
23338891.0,English,USA,1
-14333738.0,English,UK,1
-7965819.0,English,UK,1
7003011.0,English,Australia,1
6532308.0,English,UK,1
-23487185.0,English,USA,1
250736600.0,English,USA,1
-375868702.0,English,France,1
39456509.0,Spanish,Mexico,0
8168741.0,English,USA,1
6153600.0,English,USA,1
36328680.0,English,USA,1
-10703427.0,English,USA,1
-12600000.0,English,USA,1
32614158.0,English,USA,1
-8972134.0,English,France,1
-11537400.0,English,USA,1
53319509.0,English,USA,1
324804.0,English,USA,1
-7352460.0,English,Germany,1
-69223741.0,English,USA,1
-15997036.0,English,USA,1
-4923575.0,French,France,0
75300000.0,English,USA,1
-3556518.0,English,USA,1
140381405.0,English,USA,1
259297.0,English,USA,1
82800000.0,English,USA,1
9404152.0,English,USA,1
1459004.0,English,Canada,1
74497271.0,English,USA,1
-13383001.0,English,USA,1
19500000.0,English,USA,1
14822707.0,English,USA,1
-95588898.0,English,USA,1
-86856188.0,English,USA,1
36643346.0,English,USA,1
207652016.0,English,USA,1
30033780.0,English,USA,1
-14994117.0,English,USA,1
16002004.0,English,USA,1
17892374.0,English,USA,1
65832203.0,English,USA,1
-5204874.0,English,Canada,1
815288.0,English,USA,1
32808615.0,English,USA,1
1755271.0,English,USA,1
-48793865.0,English,Czech Republic,1
-28169943.0,English,USA,1
-4937934.0,English,USA,1
-66989354.0,English,USA,1
-64928486.0,English,USA,1
23825798.0,English,USA,1
-14843800.0,English,USA,1
10384136.0,English,USA,1
37063889.0,English,UK,1
-21878028.0,English,USA,1
60050171.0,English,USA,1
4026186.0,English,USA,1
-23100203.0,English,UK,1
-477000.0,English,USA,1
16501098.0,English,USA,1
59006721.0,English,USA,1
87775460.0,English,USA,1
1239558.0,English,Canada,1
30836296.0,English,USA,1
29483949.0,English,UK,1
-198889.0,English,USA,1
11900000.0,English,USA,1
58539855.0,English,USA,1
16632614.0,English,USA,1
2713208.0,English,USA,1
-15186564.0,Norwegian,Norway,0
20007180.0,English,USA,1
-12931913.0,English,Canada,1
-39916.0,English,USA,1
118136719.0,English,USA,1
46126012.0,English,USA,1
80850.0,English,USA,1
-7302852.0,English,UK,1
2667015.0,English,UK,1
125684505.0,English,USA,1
31505065.0,English,USA,1
-27477648.0,English,USA,1
-8626307.0,English,USA,1
-62684455.0,English,USA,1
-34226481.0,English,USA,1
-59973647.0,English,USA,1
-20593594.0,French,France,0
561238.0,English,Germany,1
61423650.0,English,USA,1
-625893.0,English,USA,1
-26095018.0,English,USA,1
78530303.0,English,USA,1
-14250866.0,English,USA,1
96300000.0,English,USA,1
-18503478.0,English,USA,1
40293200.0,English,USA,1
-3943898.0,English,USA,1
111727000.0,English,USA,1
-48339916.0,English,USA,1
-3922954.0,English,USA,1
-9528558.0,French,France,0
20132596.0,English,Hong Kong,1
-10822459.0,English,USA,1
23000000.0,English,USA,1
-23979782.0,English,USA,1
-1472045.0,English,USA,1
203020.0,English,UK,1
-4286998.0,English,USA,1
783276.0,Hebrew,Israel,0
14052167.0,English,USA,1
21790248.0,English,USA,1
-2554354.0,English,USA,1
-29346242.0,English,USA,1
-28437251.0,English,USA,1
13696761.0,English,USA,1
194200000.0,English,USA,1
-1336492.0,English,USA,1
-12662421.0,English,Australia,1
-14964155.0,English,USA,1
132011114.0,English,USA,1
-3917956.0,English,Spain,1
359544677.0,English,USA,1
-1569178.0,English,UK,1
-12879981.0,English,USA,1
131963328.0,English,UK,1
41793567.0,English,USA,1
30800000.0,English,USA,1
5016190.0,English,Romania,1
78530303.0,English,USA,1
19999143.0,English,USA,1
-2856597.0,French,France,0
23779955.0,English,USA,1
-4692196.0,English,USA,1
-18236870.0,English,USA,1
6954997.0,English,USA,1
-93990787.0,Mandarin,China,0
57231524.0,English,USA,1
8077470.0,English,USA,1
38771291.0,English,USA,1
-18696681.0,English,USA,1
241395.0,English,USA,1
-18503478.0,English,USA,1
8115878.0,English,USA,1
3009155.0,English,USA,1
-32310542.0,English,UK,1
-8642509.0,English,Denmark,1
22021740.0,English,USA,1
-2028183.0,English,USA,1
60249000.0,English,UK,1
4158074.0,English,USA,1
89214072.0,English,USA,1
16583369.0,English,USA,1
16874745.0,English,USA,1
-21598317.0,English,UK,1
117387405.0,English,USA,1
-688237.0,English,UK,1
32266306.0,English,USA,1
150079163.0,English,USA,1
66317423.0,English,USA,1
3600000.0,English,USA,1
-54531374.0,English,USA,1
36371181.0,English,USA,1
-11834365.0,English,USA,1
-37407175.0,English,USA,1
-40713572.0,English,USA,1
-27699111.0,English,Australia,1
-14971130.0,English,USA,1
139994397.0,English,UK,1
-636215.0,English,USA,1
96300000.0,English,USA,1
4338033.0,English,USA,1
82922376.0,English,USA,1
41149655.0,English,USA,1
22991439.0,English,USA,1
-15430082.0,English,Ireland,1
18337537.0,English,USA,1
46159365.0,English,USA,1
-1425912.0,English,USA,1
10221600.0,English,USA,1
62519230.0,English,USA,1
101938730.0,English,USA,1
-750995.0,English,USA,1
-7484640.0,Aboriginal,UK,0
117137090.0,English,USA,1
-53559509.0,English,UK,1
-3628423.0,English,UK,1
29484168.0,English,USA,1
14967035.0,English,UK,1
32356857.0,English,USA,1
-10647214.0,English,USA,1
-1573149.0,English,USA,1
-15791616.0,English,USA,1
31022333.0,English,USA,1
-22236956.0,English,Canada,1
45969179.0,English,USA,1
293258.0,English,USA,1
-2981550.0,English,USA,1
-8142624.0,French,France,0
-4370130.0,English,Denmark,1
198032628.0,English,USA,1
308707.0,English,USA,1
-2470843.0,English,France,1
-12931913.0,English,Canada,1
51889948.0,English,USA,1
403279547.0,English,USA,1
1142507.0,English,USA,1
12400000.0,English,USA,1
-473703.0,English,UK,1
101938730.0,English,USA,1
-1829786.0,English,USA,1
-4857000.0,English,USA,1
25853424.0,English,USA,1
92012643.0,English,USA,1
608545.0,English,USA,1
-35646427.0,English,USA,1
-85995841.0,English,USA,1
9881000.0,English,USA,1
9533945.0,English,USA,1
12320979.0,English,USA,1
-23990820.0,English,USA,1
5043880.0,English,USA,1
-4703335.0,English,USA,1
9042266.0,English,USA,1
-15998879.0,English,USA,1
29982968.0,English,USA,1
-190187.0,English,USA,1
12400000.0,English,USA,1
-14675559.0,English,USA,1
-4505513.0,English,Germany,1
25054449.0,English,USA,1
-23720770.0,English,USA,1
-83406809.0,English,USA,1
-9810821.0,English,USA,1
14490142.0,English,USA,1
53618384.0,English,USA,1
6280507.0,English,USA,1
1727544.0,English,USA,1
46975611.0,English,USA,1
557668.0,English,USA,1
-15552522.0,English,UK,1
-75014388.0,English,USA,1
55000000.0,English,USA,1
377783777.0,English,USA,1
33600000.0,English,UK,1
13894863.0,English,USA,1
-2001718.0,English,USA,1
-35946421.0,English,USA,1
-13900000.0,English,USA,1
31726644.0,English,USA,1
-33982216.0,English,USA,1
195631306.0,English,USA,1
48299761.0,English,USA,1
15687528.0,English,France,1
21285499.0,English,USA,1
-3445415.0,English,USA,1
250736600.0,English,USA,1
27852604.0,English,USA,1
96447667.0,English,USA,1
-3699331.0,English,USA,1
-17843067.0,English,USA,1
-273613.0,Italian,Italy,0
-11491577.0,English,USA,1
-60432117.0,English,UK,1
12351611.0,English,USA,1
46159365.0,English,USA,1
-42633738.0,English,Germany,1
-1472045.0,English,USA,1
-12587955.0,English,UK,1
20169068.0,English,USA,1
9975979.0,English,Australia,1
18625110.0,English,USA,1
-34226481.0,English,USA,1
3746915.0,English,USA,1
21846082.0,English,USA,1
2883495.0,English,UK,1
38771291.0,English,USA,1
-12803790.0,English,USA,1
-29649103.0,English,USA,1
